source,target
intersection quadrant,kuadran persimpangan
Inventor Server,Server Inventor
ISD,ISD
issue,masalah
issues,masalah
item summary,ringkasan item
jobsite photos,foto lokasi kerja
keynote,keynote
keynote table,tabel keynote
keynote tag,tag keynote
keynote text,teks keynote
knuckle,knuckle
label style,gaya label
land development,pengembangan lahan
LandXML,LandXML
LAS,LAS
latent heat,panas laten
lateral bracing,penguat lateral
layer state,status lapisan
level landing,level landing
level of smoothness,tingkat kehalusan
LF,LF
lighting device,perangkat penerangan
lighting fixture,perlengkapan pencahayaan
lighting power density,kepadatan daya pencahayaan
line boundary,batas garis
linear array,array linier
linear dimension,dimensi linier
linear scale,skala linier
linear takeoff,takeoff linier
load case,kasus beban
load classification,klasifikasi beban
load diagram,diagram beban
locations,lokasi
longitudinal spacing,jarak longitudinal
LP,LP
MACP,MACP
main contract,kontrak utama
markup,markup
mass floor,lantai massa
mass zone,zona massa
material properties,sifat material
material takeoff,takeoff material
Max model,Model Max
mean daily range,rata-rata rentang harian
mechanical load,beban mekanis
meetings,pertemuan
member end forces,gaya dalam pada ujung elemen
member forces,gaya pada elemen
minor tick,centang kecil
miter join,sambungan siku
model alignment,penyejajaran model
Model Builder,Pembuat Model
Model Builder model,Model Pembuat Model
model text,teks model
multiple members,banyak anggota
multi-poled circuit,sirkuit multi-kutub
multi-sheet,multi-lembar
net graph,grafik net
neutral conductor,konduktor netral
node,simpul
nominal diameter,diameter nominal
northing,arah utara
notional load,beban nosional
NRV,NRV
nurse call device,perangkat panggilan perawat
occupancy,hunian
offset alignment,penyejajaran offset
one way slab,lempengan satu arah
ordinate dimensioning,pengukuran dimensi ordinat
owner changes,perubahan pemilik
P&ID Modeler,Pemodel P&ID
pan joist,datar rusuk
panelboard,papan panel
part family,keluarga bagian
path reinforcement,penguatan jalur
PCO,PCO
people latent heat gain,Perolehan Panas Laten Orang
percentage impervious,persentase kedap air
phase filter,filter fase
phase mapping,pemetaan fase
Photo on ReCap 360,Photo on ReCap 360
photometric shape,bentuk fotometrik
photon map,peta foton
PI point,Titik PI
PID,PID
pier,pilar
pier cap,bagian atas pilar
pier column,kolom pilar
pipe accessory,aksesori pipa
pipe bearing,bantalan pipa
pipe connector,konektor pipa
pipe fitting,pemasangan pipa
pipe insulation,isolasi pipa
pipe layout,tata letak pipa
pipe plan,rencana pipa
pipe run,panjang pipa
Piranesi EPix,Piranesi EPix
pitch,jarak
Place Me,Tempatkan Saya
PlanGrid,PlanGrid
plenum,plenum
plumbing fixture,perlengkapan pipa ledeng
point boundary condition,kondisi batas titik
Point Cloud Image Lookup,Pencarian Gambar Cloud Titik
point group,kelompok titik
point load,beban titik
point marker,penanda titik
polyline,garis poli
power circuit,sirkuit daya
power collaborator,kolaborator daya
power load,beban daya
PRC,PRC
pre-action fire protection system,sistem proteksi kebakaran pra-tindakan
Preissmann slot,Preissmann slot
pressure loss,kehilangan tekanan
pressure pipe,pipa tekanan
primary model,model utama
profile grade elevation,elevasi kelas profil
profile grade line,garis kelas profil
profile grid view,tampilan kisi profil
profile view,tampilan profil
progress photos,foto kemajuan
progress tracking,pelacakan kemajuan
project administrator,administrator proyek
Project Vasari,Project Vasari
projected coordinate system,sistem koordinat yang diproyeksikan
property line,garis properti
proposal,proposal
push pin,pin dorong
Pype,Pype
quality risk trend,tren risiko kualitas
quick tickets,tiket cepat
rail alignment,perataan rel
railing system,sistem rel
ray tracing,ray tracing
RCP,RCP
reactive ticket,tiket reaktif
rebar bar,batang tulangan
redundant room,ruang yang berlebihan
reference profile,profil referensi
region line,garis wilayah
reinforcement pattern,pola penguatan
release condition,kondisi pelepasan
rendering appearance,penampilan rendering
return air,udara balik
return airflow,aliran udara balik
reviewer,pengulas
RFI custom field,Kolom khusus RFI
riser,riser
roadway decoration,dekorasi jalan
Roamer,Roamer
role,peran
rolled roof,atap gulung
rollover,bergulir
roof ridge,bubungan atap
roof soffit,soffit atap
room cavity ratio,rasio rongga ruangan
room schedule,jadwal ruangan
root cause,akar penyebab
rotodynamic pump,pompa rotodinamis
round pipe,pipa bundar
rumble strips,pita penggaduh
sag curve,kurva penurunan
sample point,titik sampel
sampled source,sumber sampel
scalar TSDB,scalar TSDB
schedule of values,jadwal nilai
schema name,nama skema
SCS,SCS
SCSCS,SCSCS
SCSSCS,SCSSCS
section plane,bidang bagian
section sheet,lembar bagian
selection resolution,resolusi pemilihan
service clearance,izin layanan
settings,pengaturan
shear wall,dinding geser
sheet,lembar
sheet flow,alur lembaran
shell construction,konstruksi cangkang
shop drawing,shop drawing
sideshot point,titik bidikan samping
SketchUp,SketchUp
slab bottom,bagian bawah lempengan
slab top,bagian atas lempengan
sloped beam,balok miring
sloped piping,perpipaan miring
snapshot,jepretan
snowmelt,pencairan salju
solid reinforced concrete slab,lempeng beton bertulang padat
Space Naming Utility,Utilitas Penamaan Ruang
spec section,bagian spesifikasi
speed striping,striping kecepatan
SPI,SPI
split profile view,tampilan profil terpisah
spot slope,kemiringan tempat
sprinkler,sprinkler
spud,spud
stacked profile view,tampilan profil bertumpuk
stacked wall,dinding bertumpuk
stakeout alignment report,laporan penyejajaran stakeout
steel girder,gelagar baja
steel truss,rangka baja
step footing,pijakan berundak
storm sewer,saluran pembuangan air hujan
street elbow,siku jalan
string field,bidang string
strip window,segel jendela
stripping pavement,pengupasan trotoar
stripping top soil,kupasan lapisan tanah permukaan
Structural Analysis for Revit,Structural Analysis for Revit
Structural Bridge Design,Desain Jembatan Struktural
structural modeling,pemodelan struktural
structure profile,profil struktur
subassemblies,subrakitan
subassembly,subperakitan
subassembly shape,bentuk subperakitan
subcontractor quality risk trend,tren risiko kualitas subkontraktor
sub-location,sublokasi
submittal,pengajuan
superelevation attainment method,metode pencapaian superelevasi
superelevation properties,properti superelevasi
superelevation rate,tingkat superelevasi
supplier change order,pesanan perubahan pemasok
supply air system,sistem pasokan udara
surface profile,profil permukaan
survey point,titik survei
swath width,lebar petak
switchboard,papan sakelar
tag,tanda
takeoff,takeoff
takeoff object,objek takeoff
takeoff type,tipe takeoff
Team Space,Ruang Tim
temperature load,beban suhu
template,templat
tensile strength,kekuatan tarik
terrain level,tingkat medan
tilt angle,sudut kemiringan
time of travel,waktu perjalanan
timeline,lini masa
TimeLiner,TimeLiner
Tinkerplay,Tinkerplay
title mark,tanda judul
tolerance,toleransi
toolspace,ruang alat
transition fitting,pemasangan transisi
transition station,stasiun transisi
transversal bar,bilah transversal
treadplate,pelat tapak
trench,parit
true current,arus sebenarnya
true load,beban sebenarnya
turn slip lane,jalur slip belok
turnout table,tabel pemilih
two-cut plumb,dua potong tegak lurus
two-cut square,dua potong persegi
UCS,UCS
underdrain,drainase bawah tanah
undivided crowned,undivided crowned
undivided planar,planar tak terbagi
unidirectional bending,pembengkokan searah
upstream budget change order,perintah perubahan anggaran hulu
user contour,kontur pengguna
user research,riset pengguna
variable air volume,volume udara variabel
variable crest,lambang variabel
VAV,VAV
Vehicle Tracking,Vehicle Tracking
velocity pressure,tekanan kecepatan
veneer,pelapis
vertical adjustment,penyesuaian vertikal
view list,lihat daftar
viewer,penampil
viewport,viewport
vision glass,kaca penglihatan
void geometry,geometri kosong
void RFI,RFI tidak berlaku
voided slab,lempengan yang tidak berlaku
walkthrough,penelusuran
wall foundation,pondasi dinding
washoff,washoff
web thickness,ketebalan jaring
welded wire fabric,kain kawat yang dilas
wet bulb,bohlam basah
WFU,WFU
WIP model,Model WIP
Worksharing Monitor,Monitor Pembagian Kerja
XDRef,XDRef
