source,target
Autodesk Digital Prototyping-løsning,Autodesk Digital Prototyping solution
Autodesks nedlastingsprogram,Autodesk Download Manager
Autodesk-utdanning,Autodesk Education
Autodesk Education Community,Autodesk Education Community
Autodesk Employee Purchase Program,Autodesk Employee Purchase Program
Autodesk Enterprise Priority Support,Autodesk Enterprise Priority Support
Autodesk-forum,Autodesk forum
Autodesk Gold-partner,Autodesk Gold partner
Autodesk ID,Autodesk ID
Autodesk i nyhetene,Autodesk in the News
Autodesk Knowledge Network,Autodesk Knowledge Network
Autodesk Labs,Autodesk Labs
Autodesk LaunchPad,Autodesk LaunchPad
Autodesk – opplæring og utdanning,Autodesk Learning and Education
Autodesk Learning Central,Autodesk Learning Central
Autodesk Legacy Program,Autodesk Legacy Program
Autodesk Manufacturing-team,Autodesk Manufacturing Team
Autodesk MasterClasses,Autodesk MasterClasses
Autodesk Material Library,Autodesk Material Library
Autodesk Network License Manager,Autodesk Network License Manager
Autodesks offisielle kurshåndbøker,Autodesk Official Training Guides
Autodesks nettbutikk,Autodesk Online Store
Partnerleder i Autodesk,Autodesk Partner Manager
Autodesks partnerportal,Autodesk Partner Portal
Autodesks partnerprogram,Autodesk Partner Program
Partnerspesialiseringer i Autodesk,Autodesk Partner Specializations
Autodesk Platinum-partnere,Autodesk Platinum partner
leverandør av Autodesk Premier Solutions,Autodesk Premier Solutions Provider
Autodesks personvernerklæring,Autodesk Privacy Statement
Autodesk Professional Excellence,Autodesk Professional Excellence
Autodesk-selger,Autodesk sales representative
Tjenester og brukerstøtte fra Autodesk,Autodesk Services and Support
Autodesk Services Marketplace,Autodesk Services Marketplace
Autodesk Shape Manager,Autodesk Shape Manager
Autodesk Silver-partnere,Autodesk Silver partner
Autodesks lisensavtale for programvare,Autodesk Software License Agreement
Autodesks løsning for digital prototyping,Autodesk solution for Digital Prototyping
Autodesk-butikk,Autodesk Store
Autodesk Streamline,Autodesk Streamline
Autodesk-suite,Autodesk suite
Autodesk Training Center,Autodesk Training Center
Autodesk University,Autodesk University
Autodesk User Group International,Autodesk User Group International
komponentdesign til transportmidler,automotive component design
Backburner,Backburner
Grunnleggende funksjoner,Baseline Features
grunnleggende verktøytips,basic tooltip
BIM-kunnskapspakke,BIM Knowledge Package
blogg,blog
Brainshark,Brainshark
lysstyrke,brightness
bygningskomponent,building component
bygningskonstruksjon,building engineering
produkter for bygg,building product
case-studier,case studies
case-studie,case study
sertifiseringseksamener,certification exam
Certified Associate,Certified Associate
sertifisert maskinvare,certified hardware
kanalpartner,channel partner
Character Generator,Character Generator
skjæreplan,clip plane
skjæregrense,clipping boundary
lukket ende,closed end
skypoeng,cloud credits
skybaserte tjenester,cloud services
skyenhet,cloud unit
grov,coarse
kodek,codec
kommersiell lisens,commercial license
kommunikasjonssenter,communication center
følgeprodukt,companion product
omfattende eksamensveiledninger,comprehensive exam guide
konkav,concave
konseptskisse,concept sketch
byggeleder,construction manager
Consulting System Integrator Partner-program,consulting system integrator partner
forbrukerprodukt,consumer product
innholdskilde,content source
kontekstavhengig kategori,contextual tab
kontraktadministrator,contract manager
koordinatrom,coordinate space
dekningsrapport,coverage report
CPM,CPM
CRM,CRM
CSI,CSI
læreplan,curricula
kundegalleri,customer gallery
kundebehandling,customer relationship management
kundereferanser,customer reviews
kundeeksempel,customer showcase
kundehistorier,customer stories
suksesshistorier fra kunder,customer success stories
innhenting av data,data acquisition
forsvar,defense
demo,demo
demovideo,demo video
designidé,design intent
designvalidering,design validation
designvisualisering,design visualization
Designers Accord,Designers Accord
detaljtegnere,detailer
digital underholdning,digital entertainment creation
digital modellering,digital modeling
digital prototyping,digital prototyping
Digital Prototyping Days,Digital Prototyping Days
direkte partner,direct partner
diskusjonsforum,discussion forum
diskusjonsgruppe,discussion group
distribuert lisensserver,distributed license server
tegner,drafter
kanal,duct
DVI,DVI
DWG Extreme,DWG Extreme
DWGX,DWGX
Eagle,Eagle
utdanningsforhandler,education reseller
oppgraderingstabell,eligibility matrix
energieffektivitet,energy efficiency
energimodernisering,energy retrofit
energitjenestebedrift,energy service company
ESCO,ESCO
rettigheter til bruk utenom eget land,extra territory rights
tilvirkning,fabrication
funksjonssett,feature set
funksjoner,features
funksjoner og spesifikasjoner,features and specifications
"film, spill og TV","film, games and television"
brannvern,fire protection
flytende vindu,floating window
gratis prøveversjon,free trial
funksjonsmatrise,functionality matrix
lokasjonsdata,geospatial
GFP,GFP
GIS-integrering,GIS integration
globale reiserettigheter,Global Travel Rights
Guide til bærekraftig design for AEC,"Guide to Sustainable Design for Architecture, Engineering, and Construction"
hjemmebruk,home use
rettigheter til hjemmebruk,home use rights
horisontalt bånd,horizontal ribbon
Hot Fix,Hot Fix
Hotfix,Hotfix
IC,IC
i-drop,i-drop
IFC,IFC
bildedata,imagery
fortløpende produktforbedringer,incremental product enhancement
indirekte forhandler,indirect value added reseller
industridesign,industrial design
industrimaskiner,industrial machinery
bransjer,industries
bransjenyheter,industry news
InfoCenter,InfoCenter
planlegging av infrastruktur,infrastructure planning
installasjonsveiviser,installation wizard
Instructables,Instructables
integrert prosjektleveranse,integrated project delivery
interaktiv oversikt,interactive overview
interaktiv PDF,interactive PDF
interoperabilitet,interoperability
IPD,IPD
iPDF,iPDF
nøkkelfunksjoner,key features
hovedbudskap,key message
kunnskapsbase,knowledge base
målside,landing page
forsinket avtalefornyelse,late renewal
nyeste versjoner/utgivelser,latest versions/releases
læringsmateriell,learning materials
LEED,LEED
informasjon om opphavsrett og varemerker,legal notices & trademarks
lisensavtale,license agreement
lisensoverholdelse,license compliance
lisenshåndteringsverktøy,license management tool
tidsbegrenset tilbud,limited time offer
M&E,M&E
vedlikeholdsavtale,maintenance plan
kontrakt for vedlikeholdsavtaler,maintenance plan contract
storkunderabatt,major account discount
produksjon,manufacturing
markedsføring,marketing
markedsdirektør,marketing director
materialbibliotek,material library
maskinteknikk,mechanical engineering
media og underholdning,media & entertainment
Media & Entertainment Collection,Media & Entertainment Collection
MIR,MIR
Flerspråklig grensesnitt,MUI
frittstående flerbrukerlisens,multi-seat stand-alone license
flerbruker,multi-user
flerbrukertilgang,multi-user access
flerårig,multi-year
flerårig abonnementsavtale,multi-year subscription contract
NAS,NAS
navigeringsverktøylinje,navigation toolbar
NC-programmering,NC programming
presserom,newsroom
NLM,NLM
olje og gass,oil & gas
One Team 360,One Team 360
organisk form,organic form
oversiktsbrosjyre,overview brochure
presentasjonsvideo,overview video
panelpil,panel arrow
Partner Center,Partner Center
partnerarrangementer,partner event
partnerprodukter og -tjenester,partner products and services
anbefalinger for ytelse,performance recommendations
PLM,PLM
tilleggsmodul,plug-in
podcast,podcast
forhåndsstøpte komponenter,precast component
Ekstra pluss-pakke,Preferred Plus Plan
forhåndsversjon,pre-release trial
pressemeldinger,press release
liste over produkter som er kvalifisert for rettigheter til tidligere versjoner,previous version eligible product list
rettigheter til tidligere versjoner,previous version rights
tidligere versjoner,previous versions
personvernerklæring,privacy statement
prosesstyring,process management
prosessindustri,process manufacturing
innkjøp,procurement
produktbrosjyre,product brochure
produktsenter,product center
produktbeskrivelse,product description
Product Design & Manufacturing Collection,Product Design & Manufacturing Collection
produktdetaljer,product details
produktutvikling,product development
produktutvidelse,product extension
produktserie,product family
produktinformasjon,product information
administrasjon av produktlivssyklus,product lifecycle management
programpakke,product suite
produktsammendrag,product summary
produktstøtte,product support
spesialister på produktstøtte,product support specialist
produktprøveversjon,product trial
produktoppgradering,product upgrade
produktivitetsstudie,productivity study
kampanjer,promotions
Publisher 360,Publisher 360
kjøpsalternativer,purchase options
spørsmål og svar,questions and answers
hurtigverktøylinje,quick access toolbar
hurtigvisning,quick view
RasterDWG,RasterDWG
eiendom,real estate
rabatt,rebate
relatert informasjon,related information
relaterte lenker,related links
relaterte produkter,related products
versjonssammenligningsmatrise,release comparison matrix
utgivelsesdato,release date
versjonshåndtering,release management
fornyelse,renewal
fornyelsesrapport,renewal report
rehabilitering,renovation
ressurssenter,resource center
avkastning på investering,return on investment
kontekstavhengig båndkategori,ribbon contextual tab
ROI,ROI
salg,sales
Sales Enablement Programs & Technology,Sales Enablement Programs & Technology
SAM,SAM
prøveapplikasjoner,sample applications
lisens,seat
selvhjelpsverktøy,self help tool
opplæring i ditt eget tempo,self-paced training
SEPT,SEPT
øktbasert lisensiering,session specific licensing
frittstående lisenser,single license manager
felles pålogging,single sign-on
enkeltbruker,single-user
enkeltbrukertilgang,single-user access
nettstedkart,site map
utvidet panel,slideout panel
SLM,SLM
sosiale medier,social media
programvare,software
programvareadministrasjon,software asset management
Programkoordinator,software coordinator
programutviklingssett,software development kit
utfasing av programvare,software retirement
programoppgradering,software upgrade
delt knapp,split button
frittstående lisens,standalone license
flyttbart panel,sticky panel
strategisk konto,strategic account
strategisk partner,strategic partner
konstruksjonsteknikk,structural engineering
studentfellesskap,student community
konstruksjons- og designfellesskap for studenter,student engineering & design community
abonnent,subscriber
abonnement,subscription
abonnementsfordeler,subscription benefits
leverandørkjede,supply chain
støtte og opplæring,support & learning
støtteprogram,support program
systemkrav,system requirements
teknisk støtte,tech support
vilkår og betingelser,terms and conditions
tjenestevilkår,terms of service
testkjøring,test drive
En profesjonell veiledning til BIM og bygningsinformasjonsmodeller,The professional guide to Building Information Modelling (BIM)
tredjepartsapplikasjoner,third-party application
nivå,tier
tid til markedet,time to market
tips og triks,tips and tricks
Verktøyanimasjon,ToolClip
verktøysett,toolset
eierkostnader,total cost of ownership
opplæringsvideo,training video
personvernerklæring for prøveversjonsprodukt,trial product privacy notice
prøvetips,trial tips
TrustedDWG,TrustedDWG
brukerfellesskap,user communities
stålskjelett,utility grid
vertikalt bånd,vertical ribbon
direktør,vice president
ViewCube,ViewCube
visualiseringseksperter,visualization specialist
verdikupongkode,voucher code
webcast,webcast
webinar,webinar
teknisk dokumentasjon,white paper
arbeidsflyter,workflows
AutoCAD,AutoCAD
AutoCAD Electrical,AutoCAD Electrical
AutoCAD for Mac,AutoCAD for Mac
AutoCAD LT,AutoCAD LT
AutoCAD LT for Mac,AutoCAD LT for Mac
AutoCAD Map 3D,AutoCAD Map 3D
AutoCAD Mechanical,AutoCAD Mechanical
AutoCAD OEM,AutoCAD OEM
AutoCAD P&ID,AutoCAD P&ID
AutoCAD Plant 3D,AutoCAD Plant 3D
AutoCAD Raster Design,AutoCAD Raster Design
AutoCAD Revit Architecture Suite,AutoCAD Revit Architecture Suite
Design Review,Design Review
fps,fps
3ds Max,3ds Max
3ds Max Design,3ds Max Design
Filmbox,Filmbox
MatchMover,MatchMover
Maya,Maya
Maya LT,Maya LT
Meshmixer,Meshmixer
MUD,MUD
Mudbox,Mudbox
Shotgun,Shotgun
HDRI,HDRI
A360,A360
A360 Rendering,A360 Rendering
A360 Team,A360 Team
Alias,Alias
Alias AutoStudio,Alias AutoStudio
Alias Concept,Alias Concept
Alias Design,Alias Design
Alias SpeedForm,Alias SpeedForm
Alias Surface,Alias Surface
AutoCAD 360,AutoCAD 360
AutoCAD Inventor LT Suite,AutoCAD Inventor LT Suite
CFD,CFD
CFD Advanced,CFD Advanced
CFD Motion,CFD Motion
Configurator 360,Configurator 360
FeatureCAM,FeatureCAM
Fusion 360,Fusion 360
Fusion Lifecycle,Fusion Lifecycle
Helius Composite,Helius Composite
Helius PFA,Helius PFA
HSMWorks,HSMWorks
HSMWorks for SOLIDWORKS,HSMWorks for SOLIDWORKS
Inventor,Inventor
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
Netfabb,Netfabb
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerShape,PowerShape
Simulation CFD 3D Viewer,Simulation CFD 3D Viewer
Simulation CFD Viewer,Simulation CFD Viewer
TinkerBox,TinkerBox
Vault Basic,Vault Basic
Vault Professional,Vault Professional
Vault Workgroup,Vault Workgroup
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
AutoCAD Civil 3D,AutoCAD Civil 3D
AutoCAD Revit LT Suite,AutoCAD Revit LT Suite
FormIt,FormIt
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
Navisworks,Navisworks
Navisworks Exporters,Navisworks Exporters
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
Photo on ReCap 360,Photo on ReCap 360
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
Revit,Revit
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
Tinkerplay,Tinkerplay
ABCP,ABCP
Kodifisering av regnskapsstandard,Accounting Standards Codification
ad hoc-analyse,ad hoc analysis
adopsjonsvei,adoption path
AEC Information Model,AEC Information Model
AECO,AECO
årlig ordreverdi,annual order value
logg over arkitekturiske avgjørelser,architectural decision record
"Authentication, Authorization and Accounting","Authentication, Authorization and Accounting"
Autodesk BIM Collaborate,Autodesk BIM Collaborate
Autodesk BIM Collaborate Pro,Autodesk BIM Collaborate Pro
Autodesk Certified Instructor,Autodesk Certified Instructor
Autodesk Cloud Standards,Autodesk Cloud Standards
Autodesk Compute Platform,Autodesk Compute Platform
Autodesk Construction Solutions,Autodesk Construction Solutions
Autodesk Consulting Media & Entertainment,Autodesk Consulting Media & Entertainment
Autodesk Customer Environment,Autodesk Customer Environment
Autodesk Customer Lifecycle,Autodesk Customer Lifecycle
Autodesk Education Experience,Autodesk Education Experience
Autodesk Event Analysis,Autodesk Event Analysis
Autodesk Growth Marketing,Autodesk Growth Marketing
Autodesk Health Dashboard,Autodesk Health Dashboard
Autodesk Lightning Integrated Case Experience,Autodesk Lightning Integrated Case Experience
Autodesk Machine Learning Platform,Autodesk Machine Learning Platform
Autodesk Meshmixer Toolkit,Autodesk Meshmixer Toolkit
Autodesk Order Entry,Autodesk Order Entry
Autodesk Platform Services,Autodesk Platform Services
Autodesk Sales Incentive Management System,Autodesk Sales Incentive Management System
Autodesk Shared Component,Autodesk Shared Component
Autodesk Translation Framework,Autodesk Translation Framework
BIM 360 Ops,BIM 360 Ops
BIM360,BIM360
grenserepresentasjon,boundary representation
BREP,BREP
B-rep,B-rep
bygningsinformasjonsmodell,building information model
BuildingConnected,BuildingConnected
modellering og notasjon av forretningsprosesser,business process model and notation
CLIC license manager,CLIC license manager
skylisensiering,cloud licensing
volummodellering i skyen,cloud solid modeling
Collaboration For Revit,Collaboration For Revit
kommersielt nettskymiljø,commercial cloud environment
felles datamiljø,common data environment
felles dataopplevelse,common data experience
felles arbeidsområde,common workspace
fellesskapsgenerert innhold,community-generated content
praksisfellesskap,community of practice
grensesnitt for konsekvent materiell,consistent materials user interface
Content Experience Design,Content Experience Design
kontrollert ikke-klassifisert informasjon,controlled unclassified information
kundens livstidsverdi,customer lifetime value
avtale om kundeundersøkelse,customer research agreement
Customer Value Hub,Customer Value Hub
D&P,D&M
D&MwA,D&MwA
datautfylling,data enrichment
datagravitasjon,data gravity
Design Collaboration,Design Collaboration
design for produksjon og konstruksjon,design for manufacturing and assembly
Developer Advocacy and Support,Developer Advocacy and Support
Developer Support Program,Developer Support Program
livssyklus for digital kunde,digital customer lifecycle
Digital Experience and Customer Empowerment,Digital Experience and Customer Empowerment
digital HIG,digital HIG
Digital Manufacturing Group,Digital Manufacturing Group
dotcom,dotcom
dotcom-hjelp,dotcom guidance
dynamisk sikkerhetstest for apper,dynamic application security test
ECaaS,ECaaS
e-handel som tjeneste,eCommerce as a service
elektronisk dataassistert konstruksjon,electronic computer-aided design
ressursplanlegging for bedrifter,enterprise resource planning
entity-component system,entity-component system
utvidet virkelighet,extended reality
Fabrication Data Manager,fabrication data manager
feilmode- og effektanalyse,failure mode and effects analysis
Felles dataopplevelse for Fusion,Fusion common data experience
Datatilgang i Fusion,Fusion Data Access
Mappetilgang i Fusion,Fusion Folder Permissions
Fusion Health Service,Fusion Health Service
Fusion Injection Molding,Fusion Injection Molding
Fusion JavaScript Service,Fusion JavaScript Service
Fusion Notification Service,Fusion Notification Service
syntetisk overvåkning i Fusion,Fusion synthetic monitoring
Generative Cloud Platform,Generative Cloud Platform
Gnosis,Gnosis
Green Building Studio,Green Building Studio
Halley,Halley
Health Dashboard Service,Health Dashboard Service
status for bedriftsdashbord,health of business dashboard
IaaS,IaaS
Information Technology Infrastructure Library,Information Technology Infrastructure Library
Integrert dreneringsdesign og analyse,Integrated Drainage Design & Analysis
integrasjonstest,integration test
tingenes internett,Internet of things
Lightweight Directory Access Protocol,Lightweight Directory Access Protocol
mediainformasjonsmodell,media information model
blandet virkelighet,mixed reality
flerfaktorautentisering,multi-factor authentication
lisensiering for flere brukere,multi-user licensing
flerbruker til enkeltbruker,multi-user to single-user
multi-window multi-monitor,multi-window multi-monitor
oversettelse av nettverkadresse,network address translation
Network License Reporting Service,Network License Reporting Service
NextGen Autodesk Desktop Application,NextGen Autodesk Desktop Application
videreselger uten avtale,non-contracted reseller
North Star,North Star
PaaS,PaaS
Phoenix,Phoenix
Product Health Dashboard,Product Health Dashboard
Product Information Model,Product Information Model
RaaS,RaaS
read–eval–print-løkke,read-eval-print loop
redigeringskontroll av ekte verdi,real value edit control
håndteringssystem for relasjonsdatabaser,relational database management system
kloakkavrenning,sanitary sewer overflow
sikkert skall,secure shell
security assertion markup language,security assertion markup language
obligatoriske sikkerhetskrav,security non-negotiables
Simulation Compute Manager,Simulation Compute Manager
statisk sikkerhetstest for apper,static application security testing
overbruk av abonnement,subscription overuse
trusselmodellering,threat modeling
Universell assistent,Universal Assistant
universell scenebeskrivelse,universal scene description
Variational Constraint Solver,variational constraint solver
virtuell privat nettsky,virtual private cloud
virtuell virkelighet,virtual reality
Work In Process Data Management,Work In Process Data Management
XR Core Team,XR Core Team
